10000 61731
9305 9470 0.01786
9304 9843 0.00781
9301 9505 0.01321
9301 9681 0.01796
9298 9473 0.01555
9298 9819 0.00957
9297 9800 0.01759
9294 9604 0.00562
9294 9753 0.01549
9294 9942 0.01669
9293 9723 0.01788
9293 9764 0.00521
9293 9885 0.01858
9292 9554 0.00660
9290 9691 0.01806
9290 9707 0.01432
9289 9913 0.01960
9288 9644 0.01614
9287 9417 0.01743
9287 9740 0.01369
9286 9947 0.01654
9285 9431 0.00921
9284 9863 0.01379
9283 9677 0.01077
9282 9389 0.01203
9282 9471 0.01842
9278 9343 0.01496
9277 9489 0.00392
9275 9401 0.01303
9274 9284 0.01237
9274 9863 0.00173
9273 9818 0.01612
9272 9835 0.01233
9271 9335 0.01106
9271 9915 0.00580
9270 9666 0.00763
9266 9277 0.01622
9266 9489 0.01923
9266 9677 0.01576
9263 9706 0.01024
9262 9578 0.01737
9262 9696 0.00980
9259 9795 0.00908
9255 9471 0.01237
9253 9293 0.01846
9253 9506 0.01535
9252 9447 0.00673
9250 9453 0.01849
9250 9807 0.01701
9249 9434 0.01896
9249 9934 0.01363
9249 9948 0.00749
9248 9775 0.01625
9247 9250 0.00872
9247 9807 0.01653
9245 9339 0.01459
9245 9849 0.01104
9244 9376 0.00658
9244 9464 0.01776
9243 9760 0.00871
9238 9397 0.01016
9237 9546 0.01976
9237 9617 0.01988
9237 9961 0.01580
9235 9750 0.01882
9234 9437 0.00727
9234 9670 0.01957
9234 9748 0.01186
9234 9884 0.01985
9233 9598 0.01810
9232 9416 0.01222
9231 9709 0.01634
9230 9340 0.01607
9230 9457 0.01682
9225 9907 0.00794
9222 9366 0.01055
9222 9654 0.01376
9218 9313 0.01535
9218 9368 0.01069
9218 9469 0.01612
9215 9579 0.01865
9215 9860 0.01356
9212 9959 0.00942
9211 9984 0.01584
9210 9622 0.01220
9209 9424 0.01990
9207 9250 0.01701
9206 9307 0.01646
9205 9704 0.01347
9204 9524 0.00822
9202 9306 0.01544
9202 9372 0.01469
9201 9272 0.01914
9199 9709 0.01726
9197 9249 0.01289
9197 9434 0.01790
9197 9948 0.01045
9196 9940 0.00950
9195 9351 0.01068
9194 9342 0.01261
9194 9669 0.01889
9194 9984 0.01869
9193 9322 0.01535
9192 9594 0.00880
9191 9481 0.01911
9191 9876 0.00726
9190 9402 0.01906
9190 9901 0.00537
9189 9345 0.01369
9189 9507 0.01892
9189 9568 0.01202
9188 9961 0.01174
9186 9996 0.01813
9181 9482 0.01437
9180 9557 0.01952
9179 9946 0.01691
9178 9261 0.00576
9175 9309 0.01503
9174 9714 0.00957
9173 9703 0.01892
9173 9934 0.01553
9172 9492 0.01802
9172 9510 0.01547
9171 9796 0.00812
9168 9686 0.01124
9167 9503 0.01751
9167 9591 0.01276
9167 9668 0.01784
9166 9278 0.00308
9166 9343 0.01363
9165 9369 0.00906
9164 9413 0.01973
9164 9712 0.00636
9164 9899 0.00939
9163 9259 0.01501
9161 9387 0.01140
9161 9537 0.01200
9159 9722 0.01690
9155 9869 0.01576
9154 9415 0.01664
9154 9682 0.01012
9153 9758 0.01537
9153 9772 0.01503
9152 9968 0.00389
9151 9291 0.00894
9150 9628 0.01525
9150 9871 0.01566
9150 9938 0.01270
9149 9328 0.01285
9146 9157 0.00594
9144 9879 0.01694
9144 9960 0.00553
9143 9422 0.01100
9142 9882 0.01252
9141 9639 0.00649
9141 9851 0.01849
9138 9195 0.01813
9138 9351 0.01236
9137 9280 0.01898
9136 9191 0.01043
9136 9481 0.01706
9136 9876 0.00485
9134 9871 0.01273
9133 9883 0.01720
9132 9873 0.00946
9131 9918 0.01830
9130 9427 0.01597
9128 9925 0.00743
9127 9267 0.00688
9126 9551 0.01712
9125 9235 0.00891
9125 9750 0.01289
9124 9420 0.01846
9121 9226 0.00209
9120 9551 0.01873
9119 9357 0.00852
9118 9173 0.01464
9118 9197 0.01864
9118 9934 0.01806
9118 9948 0.01296
9116 9444 0.00531
9115 9224 0.01921
9113 9713 0.01831
9112 9730 0.01276
9111 9388 0.01716
9104 9339 0.01559
9103 9719 0.01179
9102 9384 0.01045
9101 9527 0.01903
9101 9704 0.01289
9100 9126 0.01423
9100 9551 0.01285
9100 9857 0.01692
9099 9571 0.01867
9099 9750 0.01979
9098 9208 0.01533
9097 9265 0.00438
9095 9661 0.01684
9095 9676 0.01025
9094 9192 0.00427
9094 9594 0.00537
9092 9817 0.00826
9090 9726 0.01931
9089 9179 0.01438
9089 9619 0.01609
9089 9946 0.00939
9088 9508 0.01585
9087 9981 0.01494
9086 9921 0.01163
9082 9811 0.00446
9082 9927 0.00881
9081 9287 0.01640
9081 9417 0.00448
9081 9740 0.01425
9080 9769 0.01223
9080 9784 0.01114
9079 9797 0.00888
9078 9710 0.01940
9077 9890 0.01516
9074 9806 0.01714
9071 9480 0.01693
9070 9075 0.00566
9070 9365 0.01976
9070 9599 0.01461
9069 9552 0.01671
9069 9570 0.01111
9068 9524 0.01232
9068 9543 0.01350
9067 9392 0.01518
9067 9963 0.01348
9065 9609 0.00439
9065 9874 0.01284
9063 9393 0.00842
9062 9664 0.01662
9062 9667 0.01582
9061 9742 0.00955
9061 9837 0.00529
9060 9063 0.01575
9060 9393 0.00918
9058 9188 0.01420
9056 9394 0.01407
9056 9663 0.00194
9055 9234 0.01157
9055 9437 0.01713
9055 9748 0.01504
9053 9551 0.01608
9052 9655 0.01847
9051 9295 0.01922
9051 9380 0.01398
9050 9095 0.00255
9050 9661 0.01874
9050 9676 0.00909
9048 9443 0.00461
9048 9532 0.00838
9047 9070 0.01579
9047 9365 0.00807
9047 9599 0.00291
9046 9683 0.01819
9045 9072 0.01287
9043 9271 0.00748
9043 9335 0.01830
9043 9915 0.00479
9042 9073 0.00416
9042 9729 0.01921
9040 9737 0.00932
9038 9536 0.01220
9036 9856 0.01529
9034 9455 0.01469
9034 9513 0.01862
9033 9086 0.01651
9033 9921 0.01936
9032 9700 0.01386
9032 9922 0.01299
9030 9437 0.01613
9028 9502 0.01673
9028 9727 0.01667
9027 9295 0.01970
9026 9634 0.01850
9025 9722 0.01967
9025 9978 0.01226
9024 9274 0.01947
9024 9284 0.01547
9023 9133 0.01166
9022 9826 0.01116
9022 9912 0.01299
9020 9322 0.01900
9015 9805 0.01242
9015 9914 0.00130
9013 9439 0.01584
9012 9158 0.00897
9011 9624 0.00832
9009 9066 0.00839
9009 9443 0.01816
9009 9532 0.01513
9008 9377 0.00685
9005 9724 0.01068
9005 9808 0.01765
9004 9102 0.01285
9004 9467 0.01562
9004 9823 0.01078
9002 9276 0.00177
9001 9161 0.01830
9001 9387 0.01602
9001 9421 0.01997
9000 9166 0.01425
9000 9278 0.01526
8998 9140 0.01944
8998 9928 0.00658
8997 9621 0.01549
8997 9643 0.01165
8997 9949 0.00559
8995 9076 0.01613
8994 9221 0.01856
8994 9614 0.00405
8993 9052 0.01704
8993 9655 0.01191
8992 9001 0.01063
8992 9161 0.00859
8992 9387 0.01302
8991 9153 0.00870
8991 9772 0.01790
8989 9163 0.01223
8989 9259 0.01397
8989 9795 0.01646
8987 9436 0.01686
8986 9247 0.01328
8986 9694 0.01671
8985 9287 0.00843
8985 9740 0.01712
8983 9761 0.01441
8982 9227 0.01369
8981 9032 0.01876
8981 9242 0.01812
8981 9922 0.01133
8980 9338 0.01252
8980 9943 0.01124
8980 9999 0.01202
8979 9331 0.01563
8977 9363 0.01565
8976 9034 0.00521
8976 9455 0.01658
8974 9027 0.01029
8974 9051 0.01233
8971 9843 0.01732
8969 9993 0.01510
8967 9448 0.00812
8965 8984 0.01249
8965 9030 0.01735
8965 9055 0.01751
8965 9234 0.01780
8965 9437 0.01548
8964 9334 0.01801
8963 9125 0.01873
8963 9235 0.00984
8963 9296 0.01588
8962 9546 0.01552
8962 9617 0.01112
8962 9770 0.01711
8962 9821 0.00319
8960 9139 0.01353
8959 8993 0.00846
8959 9052 0.01219
8959 9655 0.01766
8958 9269 0.00534
8956 8994 0.00451
8956 9221 0.01560
8956 9614 0.00804
8954 9254 0.00949
8953 9835 0.01705
8952 9812 0.01658
8951 9552 0.00780
8951 9867 0.01701
8950 9141 0.01748
8950 9359 0.01458
8950 9476 0.01325
8950 9639 0.01522
8949 9465 0.01410
8949 9965 0.01426
8948 9361 0.00868
8948 9519 0.01810
8948 9854 0.01980
8947 9007 0.01823
8947 9299 0.01033
8946 9112 0.01810
8946 9708 0.01654
8945 9710 0.01931
8944 9793 0.01900
8943 9183 0.01377
8941 8975 0.01835
8941 9042 0.01355
8941 9073 0.01768
8941 9729 0.01494
8940 9141 0.01954
8940 9359 0.01297
8940 9639 0.01364
8939 8984 0.01873
8939 9055 0.00850
8937 9109 0.00656
8936 9652 0.00673
8934 9510 0.01924
8933 8970 0.00715
8933 9399 0.01745
8932 8957 0.01046
8931 8974 0.01021
8931 9027 0.00023
8931 9295 0.01948
8929 9833 0.01192
8929 9986 0.01444
8926 9285 0.01117
8925 9289 0.01148
8923 9530 0.00385
8922 9763 0.01619
8922 9847 0.00387
8921 9020 0.01882
8920 9104 0.00880
8920 9339 0.00849
8919 9576 0.01707
8919 9577 0.01560
8918 8920 0.01971
8918 9245 0.01664
8918 9339 0.01212
8918 9526 0.01922
8915 9085 0.00701
8914 9209 0.01953
8914 9424 0.01278
8913 9310 0.01384
8913 9373 0.01548
8912 9511 0.01864
8911 9121 0.01471
8911 9226 0.01272
8911 9405 0.01580
8908 9065 0.01960
8908 9874 0.00925
8907 9160 0.01291
8905 9175 0.01666
8904 9717 0.01587
8903 9014 0.01884
8903 9316 0.01003
8903 9836 0.01799
8902 9074 0.00995
8902 9800 0.01497
8901 9302 0.00075
8900 9415 0.01610
8899 9237 0.00396
8899 9961 0.01419
8898 9118 0.01946
8897 8961 0.00301
8895 9649 0.01879
8895 9670 0.01563
8895 9748 0.01247
8893 9018 0.01097
8892 9186 0.01604
8892 9996 0.00223
8891 9637 0.00628
8891 9977 0.01465
8887 9104 0.01632
8886 9561 0.01416
8885 9640 0.01001
8884 9793 0.01095
8882 9008 0.01721
8882 9377 0.01669
8882 9840 0.01763
8881 9078 0.00610
8880 9053 0.01859
8880 9870 0.01328
8878 9988 0.01970
8877 9360 0.00725
8877 9586 0.00732
8876 9541 0.01642
8876 9754 0.01653
8875 9939 0.01610
8874 9499 0.01187
8873 9539 0.01539
8873 9967 0.01768
8872 9335 0.01606
8870 9260 0.01350
8868 9006 0.01405
8865 8942 0.01670
8865 9200 0.01604
8863 9205 0.01819
8863 9533 0.01256
8863 9745 0.00946
8862 9031 0.01708
8862 9466 0.01796
8862 9500 0.01275
8860 9411 0.00689
8859 9544 0.01676
8858 9980 0.01936
8857 9162 0.01224
8856 9387 0.01792
8856 9421 0.01146
8856 9441 0.01538
8855 9878 0.01126
8852 9449 0.01477
8851 9007 0.01338
8851 9183 0.01736
8850 9574 0.01681
8850 9900 0.00918
8849 9521 0.01683
8847 9672 0.01350
8846 9098 0.01056
8846 9208 0.00549
8845 9753 0.01670
8845 9763 0.00695
8844 9125 0.01270
8844 9235 0.01417
8843 9872 0.00641
8839 8925 0.00212
8839 9289 0.01184
8838 9202 0.00897
8838 9306 0.01061
8838 9372 0.01702
8837 9059 0.00261
8836 9127 0.01591
8836 9267 0.00956
8835 9015 0.00717
8835 9805 0.01439
8835 9914 0.00803
8834 9129 0.00322
8833 9282 0.01208
8833 9756 0.01871
8832 9484 0.01803
8831 9148 0.01392
8831 9674 0.00955
8830 9848 0.01697
8829 9375 0.01827
8824 9386 0.01471
8824 9705 0.01309
8824 9964 0.01808
8824 9965 0.01496
8821 9203 0.01724
8820 9487 0.00393
8819 8968 0.00655
8818 9435 0.01670
8817 9111 0.01560
8815 8895 0.01181
8815 9234 0.01481
8815 9437 0.01917
8815 9649 0.01050
8815 9670 0.00704
8815 9748 0.00837
8815 9884 0.01751
8814 9098 0.01541
8814 9592 0.01462
8813 8921 0.01347
8813 9020 0.01322
8813 9193 0.01638
8812 8907 0.00657
8812 9160 0.01284
8812 9514 0.01714
8811 9656 0.01160
8810 9752 0.00415
8809 9449 0.00819
8808 8889 0.01559
8808 8909 0.01326
8808 9097 0.01961
8807 9206 0.01791
8806 9170 0.00902
8805 9321 0.01042
8805 9937 0.01383
8804 8836 0.01847
8804 9127 0.00301
8804 9267 0.00905
8802 8975 0.00746
8801 9445 0.01424
8801 9626 0.00816
8801 9749 0.00131
8800 9616 0.00852
8800 9702 0.00873
8798 8898 0.01028
8798 9118 0.01745
8797 8895 0.01992
8796 8885 0.01678
8796 9396 0.01662
8796 9568 0.01908
8796 9638 0.01790
8796 9640 0.01550
8795 9169 0.00539
8794 8820 0.01097
8794 9487 0.01394
8793 9290 0.01766
8793 9691 0.01025
8793 9953 0.00490
8791 9028 0.00218
8791 9502 0.01773
8791 9727 0.01873
8790 8823 0.00286
8789 9728 0.01472
8788 9067 0.00677
8788 9963 0.00868
8787 9189 0.00707
8787 9568 0.01849
8784 8870 0.00802
8784 9260 0.00549
8783 8998 0.01252
8783 9205 0.01446
8783 9928 0.00627
8782 9379 0.01069
8780 9700 0.01526
8778 9173 0.01570
8778 9649 0.01919
8778 9934 0.00837
8777 9036 0.01584
8777 9856 0.01994
8774 8901 0.00971
8774 9302 0.00956
8773 8876 0.01834
8771 9751 0.01851
8771 9859 0.01370
8770 9867 0.01945
8769 8847 0.00368
8769 9672 0.01119
8768 9426 0.01690
8766 8839 0.01175
8766 8925 0.01144
8766 9289 0.00032
8766 9913 0.01950
8765 9093 0.01277
8765 9357 0.01697
8763 9769 0.01707
8762 9162 0.01704
8762 9868 0.01657
8761 9105 0.01099
8758 9995 0.01315
8757 9062 0.01177
8757 9664 0.00722
8755 9759 0.00720
8754 8760 0.01763
8754 9341 0.00658
8753 8972 0.01865
8752 9081 0.02000
8752 9417 0.01563
8752 9740 0.01657
8752 9875 0.01431
8751 9151 0.01220
8751 9291 0.00631
8751 9442 0.01536
8749 8831 0.01176
8749 9674 0.00960
8747 8890 0.01174
8746 9789 0.01476
8745 9159 0.00553
8744 8804 0.01800
8744 8836 0.00054
8744 9127 0.01546
8744 9267 0.00906
8743 8978 0.00872
8740 8807 0.01868
8738 9344 0.01135
8738 9465 0.01473
8738 9517 0.01993
8737 8765 0.01066
8737 9093 0.01604
8737 9119 0.01566
8737 9357 0.00718
8736 9606 0.01101
8736 9699 0.01512
8736 9981 0.01829
8735 9957 0.01451
8734 8783 0.01900
8734 8788 0.01488
8734 8998 0.01250
8734 9067 0.01221
8734 9928 0.01373
8733 9150 0.01439
8733 9825 0.01186
8732 9070 0.01827
8732 9075 0.01261
8731 9834 0.01408
8729 9721 0.01199
8728 8736 0.01607
8728 9618 0.01146
8728 9699 0.01151
8728 9858 0.01771
8728 9877 0.01319
8727 9587 0.01376
8726 9223 0.01294
8725 8859 0.00766
8725 9544 0.01073
8724 9534 0.01130
8722 9406 0.01501
8722 9790 0.01991
8722 9913 0.00775
8721 9798 0.01860
8720 8954 0.01317
8720 9254 0.01690
8720 9832 0.01581
8719 8991 0.00758
8719 9153 0.01616
8718 9292 0.01921
8718 9451 0.01845
8718 9554 0.01716
8715 8811 0.01712
8714 9333 0.01212
8712 9317 0.01732
8712 9588 0.00366
8712 9601 0.01766
8712 9646 0.01345
8711 8934 0.01454
8711 9432 0.01388
8710 9091 0.01091
8709 9610 0.01553
8708 9690 0.00869
8707 9363 0.00945
8706 8773 0.00877
8704 8851 0.01790
8703 8854 0.01712
8702 8779 0.01169
8701 9386 0.01978
8701 9705 0.01929
8700 8801 0.01810
8700 9445 0.00428
8700 9626 0.01006
8700 9749 0.01731
8699 9088 0.01883
8699 9508 0.00644
8696 8883 0.01897
8695 8853 0.00973
8694 8784 0.01595
8694 8870 0.01943
8694 8945 0.01807
8694 9260 0.01589
8692 8729 0.01588
8692 9719 0.01377
8691 8854 0.01775
8690 9675 0.00940
8690 9875 0.01492
8689 9860 0.01451
8687 9256 0.01544
8686 8805 0.01998
8686 9321 0.00960
8686 9436 0.01962
8685 9182 0.00771
8684 9726 0.01901
8683 9019 0.01898
8682 9072 0.01807
8681 8928 0.00711
8681 9355 0.01970
8681 9608 0.01526
8680 8932 0.01345
8680 8957 0.00299
8679 9747 0.01792
8679 9803 0.01164
8678 8793 0.00795
8678 9290 0.01789
8678 9691 0.00236
8678 9953 0.01269
8677 9566 0.00136
8676 8870 0.01650
8674 9846 0.00402
8674 9849 0.01320
8673 9305 0.01088
8673 9428 0.01021
8673 9468 0.01259
8671 8987 0.01423
8671 9436 0.00369
8670 9037 0.00834
8669 9185 0.00743
8669 9596 0.01615
8668 9204 0.00761
8668 9524 0.01529
8667 8879 0.01748
8667 9142 0.01251
8666 8935 0.01254
8665 9079 0.01603
8665 9284 0.01814
8664 9174 0.01433
8664 9714 0.00569
8663 8808 0.01065
8663 8909 0.00885
8662 9071 0.01664
8662 9143 0.01474
8662 9422 0.00868
8662 9480 0.01749
8662 9782 0.00874
8660 9485 0.00567
8660 9498 0.01345
8658 8693 0.00750
8657 8732 0.01873
8657 9070 0.01145
8657 9075 0.01115
8657 9919 0.01072
8656 9631 0.01397
8655 8840 0.01711
8655 9003 0.01183
8652 8863 0.01308
8652 9182 0.01760
8652 9533 0.00717
8652 9745 0.00936
8651 9741 0.01318
8650 8804 0.01937
8650 9501 0.01826
8649 8958 0.01804
8648 8933 0.00981
8648 8970 0.01093
8646 8940 0.01445
8646 9359 0.00940
8643 9540 0.00523
8643 9615 0.01384
8643 9879 0.01730
8643 9951 0.01788
8642 9695 0.01633
8642 9954 0.01420
8641 8786 0.01687
8641 9324 0.01307
8640 8680 0.01468
8640 8957 0.01636
8639 9933 0.01485
8638 9023 0.01920
8638 9133 0.01246
8638 9883 0.01956
8637 9346 0.01918
8637 9404 0.01382
8637 9620 0.00925
8635 9601 0.01017
8635 9646 0.01624
8634 8772 0.01840
8634 8777 0.01917
8634 9036 0.00692
8633 8902 0.00733
8633 9074 0.00262
8633 9806 0.01846
8632 9395 0.01907
8632 9530 0.01833
8631 9107 0.01673
8630 9762 0.01658
8629 8789 0.01543
8628 9781 0.01843
8627 9966 0.01163
8626 9334 0.01878
8625 9108 0.01319
8623 9870 0.01624
8622 9429 0.01256
8622 9755 0.00209
8619 8948 0.01378
8619 9361 0.00987
8619 9400 0.01314
8619 9512 0.01488
8619 9854 0.01946
8618 9794 0.00549
8617 8761 0.01810
8617 9105 0.01159
8616 9734 0.01996
8614 9370 0.01951
8614 9497 0.00608
8613 9332 0.00732
8612 9371 0.01400
8610 9910 0.00937
8610 9920 0.01654
8609 9156 0.00308
8607 8953 0.01516
8607 9835 0.00874
8606 8782 0.00457
8606 9379 0.00641
8605 8702 0.01935
8605 8779 0.00912
8605 9735 0.01186
8604 8964 0.01290
8603 8745 0.01719
8603 9682 0.01787
8602 9170 0.01648
8601 9068 0.00398
8601 9524 0.01506
8601 9543 0.00975
8600 9194 0.01954
8600 9342 0.00857
8600 9669 0.00835
8599 8666 0.01822
8599 8935 0.00929
8598 9227 0.01959
8597 9878 0.01576
8596 9889 0.01003
8595 9450 0.00822
8594 9033 0.01890
8594 9086 0.01915
8594 9501 0.00902
8593 9730 0.01924
8592 9046 0.01539
8591 8710 0.01775
8591 8802 0.01764
8591 8975 0.01146
8590 8731 0.00632
8590 9834 0.01142
8589 9781 0.01881
8588 9199 0.01509
8587 9407 0.00437
8586 8614 0.00814
8586 9370 0.01208
8586 9497 0.00483
8585 9621 0.00970
8585 9643 0.01077
8583 9642 0.01141
8582 8679 0.01988
8582 9318 0.00954
8582 9747 0.01185
8581 9011 0.01682
8579 9058 0.01999
8578 8776 0.00972
8577 9263 0.00853
8577 9706 0.00185
8577 9807 0.01788
8575 9562 0.01434
8575 9624 0.01774
8575 9844 0.01433
8573 9209 0.01872
8573 9424 0.00867
8573 9810 0.00793
8573 9892 0.01965
8571 9543 0.01954
8570 9213 0.01651
8570 9516 0.00948
8570 9955 0.01591
8569 8946 0.01608
8569 9112 0.00202
8569 9730 0.01474
8568 8662 0.01708
8568 9143 0.00293
8568 9422 0.01392
8567 8816 0.01302
8567 9845 0.01725
8566 8729 0.01782
8566 9567 0.01114
8566 9721 0.00636
8566 9756 0.01448
8563 9329 0.00781
8563 9330 0.01329
8563 9486 0.01292
8562 9464 0.01195
8561 8905 0.01485
8561 9175 0.00606
8561 9309 0.01763
8560 9243 0.00932
8560 9760 0.01681
8559 8917 0.00907
8557 8672 0.01004
8554 9650 0.01176
8553 9056 0.00761
8553 9394 0.00647
8553 9663 0.00616
8552 8676 0.01749
8552 8694 0.01891
8552 8784 0.00893
8552 8870 0.00157
8552 9260 0.01440
8551 8758 0.01482
8550 9508 0.01396
8550 9531 0.00936
8547 8770 0.00905
8547 9517 0.01858
8546 9841 0.00874
8545 8651 0.01409
8545 9358 0.01004
8545 9741 0.01785
8544 8950 0.01366
8544 9476 0.00828
8543 9201 0.01554
8543 9284 0.01869
8542 8766 0.00605
8542 8839 0.00681
8542 8925 0.00582
8542 9289 0.00601
8541 8547 0.01164
8541 8770 0.00342
8541 9867 0.01677
8540 8908 0.00179
8540 9065 0.01851
8540 9874 0.00756
